Autoscaler,Minute,MeanReplicaDelta,StdReplicaDelta,MinReplicaDelta,MaxReplicaDelta,Runs
queue-CDT300,11,0.4607142857142854,0.33129692582519465,0.0,0.875,5
queue-CDT300,12,0.27142857142857224,0.22353548318980235,0.0,0.5535714285714306,5
queue-CDT300,13,1.3678571428571416,0.48864661075677385,0.5714285714285694,1.8928571428571423,5
queue-CDT300,14,0.4095238095238102,0.23398233357735354,0.10714285714285765,0.7619047619047628,5
queue-CDT300,15,-2.6095238095238096,0.39959943094981976,-3.25,-2.25,5
queue-CDT300,16,-0.042857142857143773,0.6787593724688338,-0.5,1.0714285714285694,5
queue-CDT300,17,2.665476190476191,0.7022851024187856,2.0,3.7857142857142847,5
queue-CDT300,18,3.7488095238095243,0.7819670745427424,2.7142857142857153,4.4761904761904745,5
queue-CDT300,19,1.65,0.5306373184377637,0.8333333333333321,2.3214285714285694,5
queue-CDT300,20,-0.5785714285714285,0.34293153954736627,-0.8928571428571423,-0.14285714285714235,5
queue-CDT300,21,-1.025,0.5075325464581419,-1.4821428571428577,-0.2857142857142847,5
queue-CDT300,22,-1.5464285714285715,0.3976172654650681,-2.0,-1.0,5
queue-CDT300,23,-1.0964285714285715,0.43293905401314425,-1.7142857142857153,-0.5,5
queue-CDT300,24,-1.5107142857142855,0.5424575597054874,-2.0714285714285694,-0.7857142857142847,5
queue-CDT300,25,1.6214285714285708,0.7968368588311141,0.2857142857142847,2.25,5
queue-CDT300,26,1.285714285714287,0.9049185328085667,0.1428571428571459,2.2857142857142883,5
queue-CDT300,27,2.6428571428571423,0.5101020306102036,2.1428571428571423,3.5,5
queue-CDT300,28,0.05714285714285694,0.12777531299998754,0.0,0.2857142857142847,5
queue-CDT300,29,-0.4,0.3697765458727083,-0.7142857142857153,0.0,5
queue-CDT300,30,-1.6297619047619052,0.4237158805051936,-2.142857142857146,-1.0357142857142847,5
queue-CDT300,31,-1.595238095238095,0.2571607687765235,-1.904761904761905,-1.2857142857142847,5
queue-CDT300,32,-2.110714285714286,0.302624573775927,-2.4285714285714306,-1.75,5
queue-CDT300,33,-0.06428571428571388,0.49432364635625015,-0.625,0.7142857142857153,5
queue-CDT300,34,1.4857142857142853,0.4584801867394633,0.8571428571428577,2.0,5
queue-CDT300,35,2.4904761904761914,0.45971498613894096,2.0,3.238095238095241,5
queue-CDT300,36,1.3428571428571423,0.604358695731746,0.452380952380949,2.1428571428571423,5
queue-CDT300,37,-0.0011904761904759197,0.49380372637456593,-0.4285714285714306,0.8333333333333357,5
queue-CDT300,38,-0.855952380952381,0.47805438783931964,-1.3035714285714306,-0.14285714285714235,5
queue-CDT300,39,-1.461904761904762,0.3648377392262466,-1.8571428571428577,-1.0,5
queue-CDT300,40,-1.3523809523809525,0.6332421389768412,-2.4285714285714306,-0.8333333333333321,5
queue-CDT300,41,-1.619047619047619,0.5144765133282945,-2.4464285714285694,-1.1666666666666679,5
queue-CDT300,42,2.0857142857142863,1.4866755132283065,0.7142857142857153,4.571428571428569,5
queue-CDT300,43,2.1999999999999993,2.9304871782761337,0.2857142857142847,7.285714285714285,5
queue-CDT300,44,3.214285714285714,0.7921811790292447,2.0,3.8571428571428577,5
queue-CDT300,45,0.34761904761904816,0.3939738817499637,0.0,0.8571428571428612,5
queue-CDT300,46,-0.5726190476190481,0.5986864400625266,-1.2857142857142883,0.3333333333333357,5
queue-CDT300,47,-1.7071428571428562,0.32941467880506586,-1.9464285714285694,-1.1428571428571423,5
queue-CDT300,48,-1.607142857142857,0.5828928122839088,-2.1964285714285694,-0.8571428571428577,5
queue-CDT300,49,-2.3273809523809526,0.537661803943241,-2.8571428571428577,-1.4285714285714306,5
queue-CDT300,50,0.1952380952380949,0.5346285293538804,-0.16666666666666785,1.1428571428571423,5
queue-CDT300,51,0.7392857142857139,0.35839067726577484,0.2857142857142847,1.25,5
queue-CDT300,52,1.5261904761904765,0.710388674713356,0.8571428571428577,2.416666666666668,5
queue-CDT300,53,1.2773809523809525,0.7807790530650884,0.625,2.571428571428573,5
queue-CDT300,54,-0.957142857142857,0.5723485897276803,-1.5714285714285694,-0.2857142857142847,5
queue-CDT300,55,-1.242857142857143,0.8152524023833577,-2.4642857142857153,-0.4285714285714306,5
queue-CDT300,56,-2.4785714285714286,0.6064071172378627,-3.25,-1.8571428571428577,5
queue-CDT300,57,-0.732142857142857,0.9437293044088432,-2.1428571428571423,0.42857142857142705,5
queue-CDT300,58,0.5146825396825399,0.5845899433487106,-0.44444444444444287,1.1428571428571423,5
queue-CDT300,59,-0.1908730158730158,0.5778008073641626,-0.875,0.5,5
queue-CDT300,60,-0.39166666666666783,0.6410827584443396,-1.2083333333333357,0.4464285714285694,5
queue-CDT300,61,2.594444444444444,0.6156113290997804,1.650793650793652,3.303571428571427,5
queue-CDT300,62,0.6841269841269849,0.8032044037385077,-0.42857142857142705,1.8333333333333321,5
